gene_id,DO229117,DO229119,DO229113,DO229112,DO229114,DO229065,DO229064,DO229067,DO229066,DO229069,DO229068,DO229070,DO229072,DO229071,DO229074,DO229073,DO229076,DO229075,DO229078,DO229077,DO229079,DO229081,DO229080,DO229083,DO229082
ZNF671,4269,2383,1202,1552,2336,2304,1740,2346,941,296,277,2784,1630,529,1190,1881,2126,3004,1969,737,2586,1615,1002,934,2429
ZNF672,7751,9316,20428,7563,5656,11969,11031,8119,9116,9847,13516,14029,9987,11185,8702,11054,10993,8750,12613,9456,11752,7972,24732,7659,6254
ZNF674,1204,1202,1360,2310,1180,1208,1229,1779,1321,1577,1375,1314,1310,1212,2167,1375,1596,2342,1424,2044,1911,1696,1415,1743,2715
ZNF675,2010,1260,995,4163,2339,2346,1807,2095,889,780,1974,1763,2768,1170,2168,1975,2014,2011,1636,2605,1759,879,1163,1633,2081
ZNF676,34,7,46,38,651,38,107,75,16,34,12,18,78,47,33,109,75,97,172,63,72,310,122,114,131
ZNF677,4733,8014,3288,5322,8605,3487,4780,5218,4672,3608,5571,4344,5510,5158,4932,6566,7439,6725,4395,8687,5143,6133,3834,4354,6506
ZNF678,3467,5300,2173,4213,4126,3646,3551,4366,4034,2035,3620,2128,3318,2256,3946,3923,3996,3318,3722,4938,1884,1590,1483,2137,3467
ZNF679,0,7,6,0,0,4,0,0,0,1,0,6,2,0,0,0,2,2,1,7,0,1,1,8,4
ZNF680,10952,5681,4994,9093,17591,7596,4569,8003,3758,2315,5391,5751,7363,12569,5539,5352,12460,21996,14124,35470,9815,3021,9701,5959,8492
ZNF681,1086,1638,898,2714,1911,2074,1258,2218,1021,1354,1584,987,2260,1252,723,1273,887,1073,1302,1801,1389,1719,742,1752,1456
ZNF682,4668,3739,1544,4704,2616,1732,1184,1321,2581,1065,1156,2399,2451,1241,2084,1213,2029,4239,2205,2830,3710,2202,2933,2685,5054
ZNF683,333,2,275,17,257,499,53,523,20,367,424,32,256,184,56,181,135,259,100,81,404,40,319,288,112
ZNF684,1584,607,640,949,677,478,466,505,425,521,511,303,594,617,776,666,537,698,640,782,1014,471,668,947,905
ZNF687,10126,13632,6416,11696,10707,8370,7769,7309,6315,6515,11098,15148,9906,7653,7925,9858,6381,7536,11340,8227,6551,8347,5117,7137,7960
ZNF688,4436,1641,4923,4991,3170,2760,3225,3874,2999,5430,4693,3216,3128,4029,3760,2827,2325,3445,3935,2659,4606,1911,2172,3223,2342
ZNF689,3261,2253,2519,2365,2175,3006,2201,2494,1612,1838,5060,4539,2948,2617,2394,2823,2128,1775,2344,1881,1297,1863,1081,2179,2539
ZNF69,1095,300,874,1560,1379,1131,1006,842,876,1270,1087,1739,1492,1044,1521,1913,639,1050,1089,1249,1440,942,2033,1546,1278
ZNF691,3493,2092,4072,3921,1913,2392,2345,2273,2650,3752,3587,3496,2468,3203,3146,2401,2223,2871,2849,3117,3215,2442,2208,2475,1927
ZNF692,26868,19801,25930,27843,12687,9714,7732,6713,21449,13800,7319,13384,8504,12940,31051,11385,14748,23286,9757,19047,24175,22457,26965,16913,16147
ZNF696,2057,2444,2190,2619,3902,2185,1849,1991,4115,2059,3692,2785,2800,2671,2368,2356,2234,2304,2177,2007,1967,6372,1622,3640,2378
ZNF697,3920,11618,4265,7025,5883,7745,5630,17988,8831,6669,12663,8303,7277,7201,9774,8415,3227,4254,7653,6020,4039,4160,4234,10579,15411
ZNF699,154,261,258,989,1022,507,574,592,228,85,615,329,903,378,787,782,1021,516,274,663,238,297,188,843,1047
ZNF7,6378,8716,5693,7194,7130,4743,5523,4365,10767,5250,7582,7667,6235,5634,7045,5158,6862,6854,6319,6947,6640,21976,6317,9291,6392
ZNF70,648,1021,623,1428,1544,875,967,782,907,350,1192,764,1086,889,1435,1047,1181,853,790,1200,517,650,558,1595,1248
ZNF700,8084,5475,4642,6550,6606,3304,2836,2655,5288,2398,2144,2797,3472,3099,4437,3259,4798,3994,2456,5716,8362,6005,10634,5973,7040
ZNF701,2775,5334,1908,3663,4645,3415,2860,2983,2107,1580,2517,2834,3556,2586,4368,3431,3906,3875,2146,4583,3800,3259,2822,3047,2886
ZNF703,17035,333,19470,1660,14126,8024,11026,8463,3133,9058,19046,12314,11474,6237,3326,7844,10325,7068,7395,4803,8704,1421,5791,9780,10265
ZNF704,11724,9831,9271,14018,27910,17124,25664,26945,20301,18653,17598,26051,27076,20654,19725,21693,11912,10914,26847,19927,10668,45328,9721,29991,21898
ZNF705A,16,10,23,37,18,27,9,7,10,9,1,76,8,10,11,13,12,21,4,9,20,12,15,24,19
ZNF705D,9,4,9,7,7,20,18,4,0,5,1,26,9,10,5,28,9,11,1,8,3,2,4,43,5
ZNF706,12785,17781,12671,11336,17234,14257,13115,11224,19251,12615,19128,12254,13544,11242,9365,11329,12458,11286,20925,11873,13560,29522,9820,17286,20904
ZNF707,3318,3404,3211,3480,4653,2400,2094,2163,3555,2049,3824,2234,3228,2379,3194,2452,3108,3371,2573,2629,2950,6987,2972,4939,2846
ZNF708,1964,3343,2155,5829,3280,3299,2400,4381,2983,2908,4881,3994,3886,2330,5104,3893,3959,3712,3042,5366,4181,2932,3033,4356,4327
ZNF709,179,226,119,194,150,126,71,99,87,169,132,142,110,160,105,64,63,167,107,148,121,150,120,88,136
ZNF71,2613,2355,2052,1824,2332,2062,2713,2195,1804,1663,2584,3486,2221,2087,1833,2456,2233,1402,2623,1906,1433,1305,1177,1872,2147
ZNF710,4647,5714,3348,2430,5452,3228,5117,4588,4941,3652,3990,6120,5274,3292,4651,6981,6714,3887,4080,4897,3431,3835,3192,5393,5225
ZNF711,1176,32,669,173,1975,344,1952,788,115,181,283,321,1473,373,429,1597,1064,995,856,1675,926,42,648,852,1374
ZNF713,591,562,631,1085,1404,745,754,484,642,261,624,1053,946,463,667,679,618,1060,703,963,638,383,635,873,578
ZNF714,1910,2894,1512,4910,3190,1633,889,2335,2205,1353,2090,2626,3316,2033,2993,1862,2539,2194,2256,2492,2048,1034,1351,3968,2663
ZNF716,11,11,10,8,8,12,5,5,13,10,3,29,4,5,10,8,11,36,4,14,17,14,13,18,15
ZNF717,2355,3389,1845,1286,2103,1946,1003,2085,2145,2158,1865,1929,2284,1916,2767,2058,2078,1948,2026,3039,2727,2219,1017,2523,2911
ZNF732,227,53,196,374,237,65,47,31,60,13,22,109,60,45,117,66,137,313,18,172,362,34,115,80,140
ZNF74,5740,5392,5629,7483,5401,5183,4325,5603,7726,7683,6005,8399,3682,5961,5629,4294,3013,4089,3880,4631,4109,6524,3526,4776,5767
ZNF740,10562,7184,8206,10135,9253,7765,8582,12166,10634,7932,10813,14874,12542,10059,10216,12265,7559,7512,7022,11219,6210,12058,5245,10053,9741
ZNF746,5598,5812,6434,7158,6997,5931,5290,4895,9105,4645,7242,8104,6345,5673,6031,4792,5526,5982,7588,5714,7143,8378,8240,5040,6144
ZNF747,3212,1739,3157,4230,2286,2189,3242,3139,2436,5130,6208,4457,3089,3285,2644,2782,2253,2363,3042,1706,3231,1777,2549,2609,1541
ZNF749,1060,918,628,1072,1202,930,1159,919,1426,756,817,1406,1031,829,1350,1358,1443,1053,1586,1301,820,733,347,973,1203
ZNF750,305,30,147,116,1477,367,2812,964,99,93,136,223,1938,233,187,911,453,284,372,603,295,14,435,538,1218
ZNF75A,6821,8328,9332,10117,8095,6435,5782,5986,7366,6357,7688,6809,5685,6105,8126,6279,7994,9882,6804,9376,11434,9714,8591,7471,7747
ZNF75D,6970,11315,5314,6193,11645,8948,5637,4947,5161,2563,6449,5177,8309,4241,10682,6106,5359,9730,3662,9544,7109,5291,4557,5562,7019
ZNF76,12681,8037,12322,19289,9730,9307,10331,9816,13060,13225,11180,12343,12117,12094,15458,12293,12745,14848,12746,14925,17255,11987,14835,11471,10416
ZNF763,747,445,874,759,1177,774,438,397,643,621,573,508,540,710,686,502,344,590,466,573,1212,1359,1215,1156,699
ZNF764,3052,2377,2343,2502,2069,1846,1816,1996,2772,1767,4049,3927,2492,2106,2292,1998,2262,2269,2374,2500,1900,2720,1998,2397,2233
ZNF765,1827,5829,1458,9794,5326,3063,3382,4749,1964,1608,3406,9717,4133,3684,3149,5468,3227,4150,2890,6071,2794,2216,2941,3374,4060
ZNF766,3890,7212,4539,5726,4952,4280,5260,4773,4244,4188,7499,8248,5700,4858,4118,5331,4457,4512,4667,4517,3497,6772,4505,5371,4844
ZNF768,21227,18846,12798,12030,11479,12323,11263,8061,10333,13954,18874,14638,12285,14429,8350,9385,6394,7578,12340,10948,9904,15020,6858,8450,11469
ZNF77,1325,1309,643,1295,1003,859,727,619,1213,1452,976,1546,1088,742,953,1036,575,1700,845,1024,894,784,912,1043,1622
ZNF770,2088,5257,2372,5004,5877,5932,7332,6934,5164,1233,12829,10136,9355,4883,6931,8972,8686,3870,5743,6419,3159,4201,2708,6363,7426
ZNF771,3958,2394,2588,1974,1557,2057,2331,1385,1344,2720,2501,1882,1833,2049,1652,1871,1272,1388,1811,1287,2581,2570,1342,1210,2000
ZNF772,2709,3604,2530,2988,2180,2722,3036,3961,2202,1816,3338,3957,2638,2053,4660,3886,3573,3550,3795,4574,3169,3046,1735,2007,3770
ZNF773,2340,1976,1462,2450,1908,1850,1456,1857,1902,1246,1877,2654,1677,1381,2423,1934,2250,2400,1552,2596,1470,1937,1169,1593,2320
ZNF774,1167,1413,605,586,1081,828,603,335,636,403,570,453,850,584,996,827,822,606,342,533,633,519,501,1175,1194
ZNF775,5987,4644,5476,5315,6995,3793,4614,4396,11843,16386,5458,4342,3893,7347,6335,4858,2408,3792,4492,4163,5641,6190,5970,5110,4802
ZNF776,8744,7029,5456,8330,6379,7233,5802,5990,5185,4403,7318,7653,7069,5035,7240,6493,7848,7689,6538,7757,7328,6870,4808,5847,8888
ZNF777,4709,4272,5707,3957,4552,6964,6098,4047,7512,6186,6630,7462,6223,7568,3059,4957,3055,3488,7432,3457,3478,6044,4599,3651,3859
ZNF778,533,437,848,918,872,1994,660,546,883,441,889,628,887,621,1307,1326,1548,1396,631,1695,1061,411,1097,1968,809
ZNF780A,7645,5073,3903,4331,5622,4001,2961,3678,3050,2275,6672,5295,3634,3207,4357,3718,5717,3401,2476,3790,4714,5579,2203,6219,7774
ZNF780B,7119,5168,5744,9550,6476,4211,3589,4084,3807,2240,4331,6884,3831,2969,8099,4837,6656,7103,2590,10178,4058,7009,3990,6609,8347
ZNF781,362,237,599,281,392,178,489,178,59,176,66,97,275,184,214,373,157,577,446,223,459,139,357,308,477
ZNF782,3012,11636,1797,2640,4053,2718,1709,1569,1655,1444,1959,1619,2318,1731,2605,1787,2608,2393,2169,2966,3191,2757,1969,2223,4523
ZNF784,3710,2561,2987,2533,2560,2605,2371,1913,1710,2506,992,3960,2227,2599,2064,2065,1805,2201,1910,1754,2154,1361,2478,2212,1606
ZNF785,930,1374,2733,4360,1034,1783,2226,2358,2399,1682,3667,4808,2285,1409,4299,2860,3426,3559,1855,2744,2906,109,462,2697,2535
ZNF786,1584,1457,2497,3265,2293,2285,2078,1971,3543,1817,2098,3402,2472,2697,2302,2126,1567,2408,2532,2049,1333,1951,1689,1502,2438
ZNF787,10198,8955,6341,7823,4894,8168,7589,6579,7766,14109,9387,9978,7611,8366,3966,7399,6253,5608,9010,4412,6419,6482,6027,5486,5335
ZNF789,5330,11626,5995,9946,5963,5925,3381,2902,8262,2547,2537,2528,5242,5081,8662,5043,8077,11497,4712,8597,8618,7840,9460,6850,10543
ZNF79,1085,894,1521,1057,1252,1310,1171,1134,1218,1221,1676,1206,1336,1194,1272,1376,1143,898,1071,1071,1298,1019,1431,1235,1003
ZNF790,1498,1463,1341,2168,1471,1197,1354,1444,1464,907,1441,1532,1269,1207,1781,1115,1336,1677,1431,1745,1610,1435,1161,1529,1921
ZNF791,4035,5022,4504,6910,7141,6158,5625,6353,5502,4244,6798,6761,7155,4774,5512,7515,7978,5782,5361,5491,3915,5785,4661,6376,6387
ZNF792,1240,3160,1038,2254,1999,1956,1496,3722,1131,1301,2862,4354,1889,1495,2090,2341,1083,1380,970,2504,1428,1021,696,1400,2075
ZNF793,3770,3982,3469,6901,5855,2666,1836,1989,2969,1497,2086,3016,2435,1903,6463,2142,4831,6325,2707,6576,3194,4072,3860,4328,5912
ZNF799,1792,1832,1813,3886,2308,1372,1492,1745,2541,2726,1876,2700,1648,2227,2166,1314,1780,2330,1705,2601,2683,2952,2409,2520,1664
ZNF80,76,30,37,77,141,49,44,67,85,23,30,11,85,60,37,46,95,54,82,59,95,29,18,48,96
ZNF800,4212,6712,4475,4878,7541,5191,6553,5642,8333,4831,8459,6507,8465,6162,5351,7118,7018,5751,6377,5782,4648,6482,6222,5123,6545
ZNF804A,208,9,360,15,305,195,666,295,40,27,56,17,352,116,81,344,228,184,54,179,148,17,65,186,259
ZNF804B,10,1472,7,2,8,20,4,0,135,5,338,158,15,107,11,1,2,12,41,102,1,17,1,52,17
ZNF805,405,301,303,515,586,441,613,638,492,301,899,629,716,338,552,787,1021,521,442,593,395,316,275,577,524
ZNF808,1682,3261,1505,2635,3021,1547,1822,1654,2165,1093,1551,1769,2117,1287,2880,1980,2983,2423,1510,3947,2037,1716,2191,2705,2816
ZNF81,766,569,777,1305,1426,1023,1175,1080,564,512,1230,566,1592,626,1754,1401,2280,1267,731,2032,897,676,677,1399,2568
ZNF813,1571,13831,1640,5582,4846,4529,5433,6550,1433,1797,3039,6229,5971,8955,5035,6396,1944,4349,10120,3566,2935,2006,7832,5602,5024
ZNF814,10967,6093,7913,16840,5028,3222,2945,4973,6123,4715,5747,8420,4907,6275,11793,4614,9184,14379,4434,9642,10098,8588,9368,8799,6377
ZNF821,4804,3665,2913,3981,2640,2797,3394,2811,2970,3749,2305,2589,3049,3011,2564,2609,2284,2631,3547,3901,1882,1281,3537,2045,3837
ZNF823,2679,3047,1442,1795,2784,2675,1277,1297,2825,816,1467,2304,1625,1962,1972,1378,933,1042,1842,1432,2608,2410,1681,1208,1446
ZNF827,9389,6119,7975,8294,14021,31395,11863,12021,10266,5429,7872,11556,14090,8382,15559,11290,11650,9740,14469,15307,9588,11130,12912,19810,72054
ZNF829,1188,1987,1076,2022,1406,1682,929,1460,1293,1241,1629,1832,1366,1650,1175,1217,1255,1250,1666,1279,1228,1743,842,1363,1596
ZNF83,32687,19807,30873,36833,29466,6068,12473,11352,23933,10739,8145,9254,17329,9109,31552,17165,22017,36209,13373,36994,60090,24379,40115,24087,23000
ZNF830,4660,3321,3268,4216,2752,3866,5187,3469,5807,3790,3120,4943,4623,4860,4672,4411,3884,3711,3652,4394,3639,3106,3085,3055,3340
ZNF831,244,2,233,24,451,398,112,463,89,183,148,15,260,212,41,367,332,241,162,156,201,51,156,243,147
ZNF835,849,37,651,59,380,424,267,151,37,56,82,15,288,147,73,209,195,153,245,130,114,66,80,229,345
ZNF836,1299,2275,1287,3087,1957,1330,1222,1936,845,1401,2342,2809,1969,1645,1052,1378,1155,1378,1422,1523,1251,1220,931,1493,1302
ZNF837,1886,1116,1204,1485,935,1261,856,796,1138,1920,1084,1524,1131,1693,991,991,902,1127,1030,814,1173,1656,961,1110,778
ZNF84,9740,12008,10165,17295,14972,6500,7651,6950,7513,6750,5187,10718,6006,5287,11290,5925,9286,13452,6692,9842,10695,19642,6980,9966,10986
ZNF841,3586,15153,5583,16382,13014,4980,3615,4179,4795,2342,4512,7250,6148,3570,8901,5373,14105,10748,2910,11206,9947,6179,12802,10136,10746
ZNF843,131,34,167,217,193,241,191,150,61,84,891,173,136,83,199,133,75,66,151,87,81,121,74,118,134
ZNF844,5777,5425,5039,5760,5166,8641,5547,6337,7710,4848,7323,7197,6378,5250,7118,6566,4148,4219,5842,5114,4651,6546,4325,6817,5327
ZNF845,1491,3275,1107,1909,2718,1880,2989,2786,1245,1456,3017,4925,3120,2440,3502,3178,2164,1758,1918,2351,1351,1405,1142,2532,2194
ZNF846,1834,872,1801,2978,3095,1583,2192,1731,1307,1337,1442,1543,2391,1096,3589,2237,2156,3012,1496,2677,2981,1143,2560,2544,3535
ZNF85,1388,1645,1083,3235,1969,1573,1235,2660,1557,1312,1520,2044,1895,1474,1790,1434,1374,1224,1281,1609,2121,1240,1363,1861,1400
ZNF853,1659,282,3257,1926,2118,1762,3958,2609,492,1976,2535,1361,3352,2438,1249,4541,1802,1525,1484,1400,1175,2972,952,2581,2693
ZNF860,854,1541,726,1256,3745,2331,1647,1461,603,443,1379,1075,2258,655,1799,1725,1648,640,1569,1528,2681,573,504,769,1782
ZNF878,98,101,66,114,103,66,46,11,67,44,75,38,61,47,107,59,181,54,101,82,77,72,68,113,119
ZNF879,942,380,828,916,701,662,681,732,441,525,491,981,856,706,743,1048,788,726,974,916,560,743,506,518,805
ZNF880,3489,8992,2414,4687,3609,5880,5464,4094,2770,3014,5129,5970,3291,1739,3927,4893,4787,4748,4048,5410,3394,3975,2536,5149,4964
ZNF90,241,83,244,545,261,135,307,178,147,123,406,97,361,174,212,361,390,1023,296,276,356,104,286,376,319
ZNF91,10065,10124,6287,16047,13656,7787,7640,8885,6801,5455,16979,9383,9894,7785,11608,9250,13412,10521,7833,14674,9047,14602,7568,9225,13623
ZNF92,2859,1901,1770,4376,2897,3584,2258,4853,3061,2189,4124,3889,3537,3134,2655,2662,3044,2043,3073,2825,2610,2322,2322,2660,2612
ZNF93,1204,2434,1090,3062,2217,1916,1339,1747,2344,1476,2344,1771,1989,1809,1025,1502,1083,1222,1667,1526,1285,1805,1028,2446,1631
ZNF98,9,7,23,10,28,22,25,29,6,11,14,28,32,22,8,19,14,19,9,170,14,4,14,39,28
ZNF99,0,6,2,3,4,22,7,8,0,9,3,18,15,12,3,1,2,12,1,15,1,1,2,27,5
ZSCAN1,2431,1322,33,369,706,717,293,310,11,14,1,137,156,56,29,344,310,532,1006,513,1043,158,419,89,483
ZSCAN10,10,26,3,1,30,5,0,0,2,6,2,5,4,3,1,1,2,4,0,1,8,116,6,13,11
ZSCAN12,2826,2665,2718,4526,2798,3667,2212,5372,2999,4236,4889,5075,3237,4657,6085,4409,3883,2881,1436,6022,1546,3634,1384,2697,2876
ZSCAN16,1772,1357,1875,2333,1305,1341,1343,2103,2085,2519,2242,2329,1498,1707,1863,1593,1415,1866,1842,2204,2158,2530,1582,1413,1161
ZSCAN18,13878,8802,12709,5614,8931,7449,9615,6562,8646,9344,6856,2992,7977,5192,6730,9737,9195,12979,10191,10964,12921,10729,7819,6946,9398
ZSCAN2,3071,3338,3112,4015,4164,3549,3547,3728,5025,4695,4017,6869,2937,4324,3148,4167,2686,3252,3508,2888,3378,3171,3090,3572,3318
ZSCAN20,132,448,237,638,1230,650,488,471,354,67,1048,35,705,515,145,679,867,600,187,549,169,25,195,431,819
ZSCAN21,1332,2073,1422,1728,2173,1264,1808,1163,3391,1277,1466,1367,1909,1864,1445,1774,1476,1347,1512,1361,2090,2877,2242,1625,2098
ZSCAN22,2181,1487,1568,1591,1265,1498,1002,1178,1360,1199,1624,2294,1343,1393,1271,1139,1345,1517,1112,1363,1751,1290,982,1471,1356
ZSCAN23,152,280,203,684,849,356,520,344,373,125,589,554,755,300,1450,773,922,530,209,1056,496,316,211,513,691
ZSCAN29,4300,5063,3107,6001,5750,4885,4628,4581,4390,2153,5672,3959,8184,4445,7198,6671,7650,5982,3755,4769,5209,4267,3449,5338,6683
ZSCAN4,8,5,13,7,18,15,20,5,10,13,15,4,57,4,18,5,8,15,2,16,1,2,10,18,16
ZSCAN5A,1704,1175,865,2058,1006,1392,787,824,684,1381,1365,1072,1029,1803,1248,935,1191,1221,715,1109,1149,1112,1076,1528,1165
ZSCAN5B,40,20,17,48,16,29,19,12,5,42,34,21,17,37,14,17,15,35,5,24,12,30,21,21,14
ZXDA,1145,1755,1521,1691,1950,1785,2347,2368,1329,1303,2768,2149,2670,1693,2435,2842,2594,1611,1958,2007,1129,867,1006,1785,1749
ZXDB,2634,4132,3457,3840,3974,3622,4312,4577,2976,2674,5879,5823,5137,3500,4704,5939,6066,3608,4571,4157,2555,2993,2349,3757,3643
ZXDC,10035,9173,8594,12748,10590,7997,6657,6496,7479,5758,6323,8321,8985,6789,9470,6154,8376,8973,6569,10202,10658,9710,8534,10100,24833
